lat,lon
28.478492445517077,-81.47102027698297
28.47890216297118,-81.4711280688212
28.47815817466889,-81.47078896251146
28.478261327267766,-81.47043646696086
28.479103583339068,-81.4707624390505
28.477709171359113,-81.4710101853462
28.478715183966,-81.4708410052388
28.478114717024834,-81.47083001874117
28.478407971915512,-81.47090656095563
28.47888352257392,-81.47094852520328
28.47871695996516,-81.47109812058338
28.478447778529226,-81.4702681500901
28.478447274712224,-81.47031260906174
28.478818778272537,-81.47026037022289
28.478477960013407,-81.47029738502854
28.478940222511742,-81.47125045082286
28.478816285629918,-81.4707831988611
28.478018252840243,-81.47017335657966
28.478746161219473,-81.47072074159831
28.47857470149254,-81.47101814396686
28.478594242298982,-81.47018562827449
28.47827971953392,-81.47084398584032
28.477869605296032,-81.47126313830522
28.47787815648844,-81.47082929406872
28.47835317397318,-81.47145551438872
28.478411771006876,-81.47094428365317
28.47838771088289,-81.47152112368272
28.478855486705758,-81.47099000078637
28.478600510269455,-81.4708753727112
28.47859457046286,-81.47096208403562
28.47874128234549,-81.47082947814728
28.47893049945022,-81.4699778327012
28.47854826869297,-81.47079773705912
28.47889772941994,-81.47072767793871
28.478443005380495,-81.4707168414545
28.478743796447503,-81.47092378898441
28.478777302261122,-81.47073967484894
28.478500475747353,-81.47055418665555
28.479102396188015,-81.47078509905624
28.478830916907402,-81.47077348986065
28.478516153500383,-81.47041599223758
28.478109361216543,-81.47078006354245
28.479024363173234,-81.47022919862302
28.478471022122868,-81.47087514530101
28.4789324423266,-81.47099693616751
28.478878921851038,-81.47145392540443
28.478672672016412,-81.47123667041399
28.478921332452273,-81.47095768924221
28.478333732106694,-81.47081627943835
28.47890838856563,-81.47063258318873
28.478488148462315,-81.47069539001961
28.47836738648655,-81.47089062448383
28.478228307891964,-81.47107767904343
28.47884551352654,-81.47078557959638
28.47886717231303,-81.47047751625519
28.47829606614303,-81.4701599653896
28.478497477864096,-81.4712573291452
28.47868148821741,-81.47092881618931
28.478324021061162,-81.47111676692757
28.47843046933514,-81.47093919286208
28.479137510382895,-81.47057559867804
28.478628412152702,-81.47137306288003
28.478901544146165,-81.47142587463888
28.478518966193608,-81.47026331050081
28.47825233088768,-81.4708135848792
28.478501511858507,-81.4706233898303
28.47846982896803,-81.4714646615246
28.478403646177753,-81.47126921049613
28.478270268154507,-81.4712012554385
28.47924843807384,-81.47102395736775
28.478631267956626,-81.47143015665182
28.478568463136003,-81.47138055419546
28.47811768411038,-81.47075231655815
28.47825020779039,-81.47085597999084
28.478410283557224,-81.47153596327752
28.478581633425087,-81.47123587610164
28.479337170275922,-81.47110041833749
28.478201238036192,-81.4712228459039
28.47824582966617,-81.47146495191492
28.479151981396292,-81.47105215178883
28.478870618385432,-81.47000112216612
28.478877913561227,-81.47100194934801
28.478533362450488,-81.4711160189306
28.47874535822095,-81.47121838837377
28.47855878382627,-81.47053376645445
28.478468908603404,-81.4710212712928
28.47882920313321,-81.47114168275179
28.47848297030304,-81.47089825383092
28.47831071920469,-81.47092848514075
28.479114227770935,-81.4715395902248
28.478584219811236,-81.47089919444177
28.478380298271556,-81.47189963528115
28.47827364670841,-81.47112138951995
28.478486389545903,-81.4710298164235
28.478744328450663,-81.46985938046778
28.478778439383557,-81.47003030651075
28.478273851128062,-81.47086583388278
28.478204560537122,-81.47102101215256
28.478574184685712,-81.47157223171371
28.478435066742165,-81.4706961853789
28.478763304947503,-81.47175903346182
28.478251494998307,-81.47082534445241
28.478082221888307,-81.47078178260575
28.47827400801265,-81.47111355958408
28.479044149099803,-81.470623649062
28.478442580461408,-81.47089381176255
28.47895007453782,-81.470855993742
28.478567331752277,-81.47095951429722
28.477844823920563,-81.47107562309404
28.47838860057647,-81.47032754266955
28.478655879201384,-81.47112984481078
28.478641877058262,-81.47081544727438
28.47943706530322,-81.47096830784128
28.477907952888664,-81.47063410349219
28.47870800884614,-81.47038339337874
28.4792485995103,-81.47107906026513
28.47798796975002,-81.47077044606644
28.478622468274676,-81.47069486287965
28.4790183088012,-81.4704856874087
28.478638601598696,-81.47097432905382
28.47913000751456,-81.47113389418979
28.478791208993723,-81.47043866131028
28.47932362949734,-81.47128408597712
28.478874856748252,-81.47079459275376
28.478527483059704,-81.47152802816888
28.479359465958105,-81.47096988971259
28.478670844289844,-81.47083957691747
28.478371740315335,-81.47057299425151
28.47830978392717,-81.47076166614244
28.478451454476623,-81.47003176608438
28.47838017799323,-81.47086326665519
28.478706103049515,-81.47161911198981
28.478618371012786,-81.4705572179471
28.478088282487665,-81.47081191545044
28.478765825043492,-81.47067301749966
28.478419484035193,-81.47120839171096
28.478217962214362,-81.47081387713217
28.478474437251446,-81.47131941731816
28.478461264734303,-81.47092547911669
28.4785461156776,-81.47095024409978
28.478578185070276,-81.47077754265993
28.47933744845685,-81.47144302998034
28.478741340941465,-81.47096274576279
28.478629301472527,-81.47062701579266
28.478698904916047,-81.47107672602046
28.47820684566444,-81.47023070365644
28.478316251333577,-81.47048395420738
28.478988376749694,-81.47115649166476
28.478818688690286,-81.47064364736626
28.47840429112119,-81.47049678410042
28.478123223063402,-81.47057181714628
28.479277207451602,-81.4706290431294
28.478942931175016,-81.47093084508138
28.47894205644166,-81.47142482222786
28.47813294732288,-81.47057973180377
28.478417554085055,-81.47142297366926
28.47914114067349,-81.47078779811669
28.47857321286661,-81.46997775116115
28.478695285218176,-81.47079601684304
28.478547997397584,-81.47096302917056
28.478656855386866,-81.47063484335212
28.478293859513073,-81.47078611460469
28.479294307894385,-81.47109686313318
28.478767163490105,-81.47061102955374
28.477832674884606,-81.47073700610959
28.478499303504478,-81.47042391103639
28.47873812230055,-81.47131232870302
28.478600353600218,-81.47087750985816
28.478330744085852,-81.47074921846311
28.478980705618614,-81.47070260028983
28.47954354754584,-81.47093236412188
28.479233517611924,-81.47137599352148
28.478175391080686,-81.47146882507285
28.478779493264053,-81.47103088638313
28.477973299212923,-81.4708354367448
28.47929310063062,-81.47096573065416
28.478015630708096,-81.47087723860821
28.47838247779728,-81.47109657260418
28.478477923959584,-81.47183499984827
28.478346149755122,-81.47062115988405
28.478515428714548,-81.47075206636637
28.47849923161106,-81.47073498241046
28.47846222530756,-81.47128774138109
28.47908798869769,-81.47116237146484
28.478481705935504,-81.47038696548353
28.478964971925034,-81.4715030597985
28.47888996717368,-81.4709288866144
28.47829775607201,-81.47054385994728
28.47839807393152,-81.47043831841371
28.47832881723363,-81.47050657507339
28.47865888945979,-81.4708290759669
28.4785752847064,-81.47072331653759
28.478770012818988,-81.47123794220272
28.478743344949038,-81.4704946366079
28.478671047993853,-81.47060547379095
28.478717124476493,-81.4703111172809
28.478844750802136,-81.47097082367318
28.478613754294184,-81.47014891523999
28.47884673935457,-81.47111811992163
28.478326274559386,-81.47072936057505
28.4791476420102,-81.47067529922937
28.478472426110205,-81.47118253385679
28.47907172174022,-81.47168955653655
28.47896728404576,-81.47027832957356
28.47852961118705,-81.4710895107383
28.47887648281889,-81.47149245737988
28.47857075524368,-81.47081397803346
28.478496695224194,-81.47086193541224
28.478581574120977,-81.47076901961151
28.478614997562584,-81.47044068855298
28.47859781153975,-81.47127552439264
28.478903389279374,-81.47069473202372
28.478941211522205,-81.47102004394844
28.478305342939702,-81.47101273756499
28.47825669561074,-81.4709835513206
28.47942585201231,-81.47061370218181
28.47848502841643,-81.47101903553401
28.478625403442685,-81.47129893183664
28.478152259956843,-81.47123367127467
28.47838755383791,-81.47087989035671
28.478163020935558,-81.47119824921397
28.478172954916868,-81.47077485153623
28.47807615505513,-81.47159711196521
28.479057206143498,-81.47089985724354
28.4789212776346,-81.4716378638279
28.478444865076156,-81.47121335061543
28.479267914677393,-81.46958559180803
28.478398882136897,-81.47093087479621
28.477572020288633,-81.4704531003417
28.47837855195663,-81.47029279902647
28.478743607982725,-81.47034618319222
28.478596337257354,-81.47122140025523
28.4788885695262,-81.47102165836954
28.478296955930436,-81.47083669177752
28.477901393531866,-81.47117875356453
28.478547378836847,-81.47074034427055
28.47873190661484,-81.4716413411733
28.478428653490578,-81.4708582396471
28.47841166957579,-81.47059633477005
28.478674918046075,-81.47102974614702
28.47864693263719,-81.47037055475847
28.478805399137457,-81.47115244189388
